record.copyrightText	count
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2019). Actualización de los límites cartográficos de los complejos de Páramos de Colombia, escala 1:100.000.
Instituto de Planificación y Promoción de Soluciones Energéticas para las Zonas No Interconectadas (IPSE). (2016). Interconexión eléctrica. 
Instituto Geográfico Agustín Codazzi (IGAC). (2012). Cartografía básica, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Mapa de correlación nacional de suelos, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Modelo digital de elevación, resolución espacial 30 m.
Instituto Geográfico Agustín Codazzi (IGAC). (2018). Conflictos de uso del territorio colombiano.
Instituto Geográfico Agustín Codazzi (IGAC). (2018). Georreferenciación de distritos de adecuación de tierras de mediana y gran escala.
Instituto Geográfico Agustín Codazzi (IGAC). (2019). Base Catastral, Registros 1 y 2 de la base catastral rural.
Instituto nacional de vías (Invías). (2020). Red vial no concesionada.
Instituto Nacional de Vigilancia de Medicamentos y Alimentos. (Invima). (2020). Plantas de beneficio de ovinos y caprinos autorizadas e inscritas.
Ministerio de Agricultura y desarrollo rural. (MADR). (2015). Documentación e información georreferenciada de distritos de riego.
Ministerio de Agricultura y desarrollo rural. (MADR). (2019). Evaluaciones agrícolas municipales – EVA.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2014-2017). Complejos de páramos delimitados. 
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015). Mapa de reservas de la biósfera: Ciénaga Grande de Santa Marta, Cinturón Andino, El Tuparro y Sierra Nevada de Santa Marta.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015). Sitios RAMSAR.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018). Resoluciones 504, 1310 y 1987. Zonas de protección y desarrollo de los recursos naturales  renovables y del medio ambiente. Mapa de otras categorías Sinap. 
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018).Mapa de Zonificación Zonas de Reserva Forestal Nacional Ley 2ª, Tipo B y C.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2019). Mapa de sustracciones de reservas forestales nacionales de ley 2ª, escala 1:100.000. 
Ministerio de Cultura de Colombia (Mincultura). (2014). Paisaje cultural cafetero.
Ministerio de educación. (2021). Sistema Nacional de Información de la educación superior (Snies): Cobertura. 
Ministerio de Hacienda y Crédito Público. (2017). Decreto 1650 de 2017. Anexo 2: Listado de municipios Zomac.
Ministerio de Transporte. (2014). Tramos fluviales navegables.
Ministerio de Transporte. (Mintransporte). (2020). Red vial departamental. 
Ministerio de Transporte. (Mintransporte). (2020). Red vial nacional.
Ministerio del Interior. (1993). Ley 70 de 1993.
Parques Nacionales Naturales de Colombia (PNN). (2021). Categorías regionales del Runap 
Parques Nacionales Naturales de Colombia (PNN). (2021). Límite de los Parques Nacionales Naturales de Colombia.
Policía Nacional (2020). Homicidios rurales.
Policía Nacional. (2020). Extorsiones rurales. 
Policía Nacional. (2020). Homicidios rurales. 
Policía Nacional. (2020). Secuestros rurales. 
SELVA (2012).Modelamiento de áreas críticas para especies migratorias con relación a los agroecosistemas colombianos- mapa de patrones de riqueza y áreas críticas para aves migratorias con afinidad a hábitats abiertos, acuáticos y bosque en períodos estacionario y migratorio.
Servicio geológico de los Estados Unidos. (USGS). (2021). Imágenes MODIS del producto MYD09A1 tomadas el 10/06/2019 y correspondientes a la reflectancia en superficie.; Banda 2 y Banda 3 
Sistema Unico de Información de Servicios Publicos. (SUI). (2015). Reporte de estratificación y coberturas. 
Superintendencia de Notariado y Registro. (SNR). (2020). Falsas tradiciones; presunción de informalidad. 
Unidad Administrativa Especial de Aeronáutica Civil (Aerocivil). (2015). Aeropuertos nacionales.
Unidad de Gestión de Restitución de Tierras Despojadas (UAE-GRTD). (2017). Solicitudes de inscripción en el registro de tierras despojadas y abandonadas forzosamente.
Unidad de Planeación Minero Energetica (UPME). (2013). Cobertura de energía eléctrica.
Unidad de Planificación Rural Agropecuaria (UPRA). (2019). Frontera agrícola.
Unidad de Planificación Rural Agropecuaria (UPRA). (2019). Identificación general de la frontera agrícola en Colombia, a escala 1: 100.000.
Unidad de Planificación Rural Agropecuaria (UPRA). (2019). Mapa de costos.
Unidad de Planificación Rural Agropecuaria (UPRA). (2020). Cancha Mercado de Tierras V10.
Unidad de Restitución de Tierras (URT). (2019). Sentencias de restitución.	1
Agencia Nacional de Hidrocarburos (ANH). (2017). Mapa de tierras para Hidrocarburos
Agencia Nacional de Infraestructura (ANI). (2016). Proyectos 1,2, 3 y 4G.
Agencia Nacional de Minería (ANM). (2015). Títulos mineros
Agencia Nacional de Tierras (ANT). (2016). Consejos comunitarios de comunidades negras legalmente constituidos.
Agencia Nacional de Tierras (ANT). (2016). Resguardos indígenas.
Agencia Nacional de Tierras (ANT). (2016). Zonas de Reserva Campesina legalmente constituidas.
Agencia Nacional de Tierras (ANT). (2016)Territorios colectivos en proceso de titulación de comunidades negras
Alcaldía de Medellín. (2015). Base de datos de información catastral.
Alcaldía Santiago de Cali (2014). Base predial rural.
Alcaldía Municipal de Puerto López (2017) 2000. PBOT, Acuerdo 12 et al. Cormacarena.
Angarita, M. (1997). Evolución histórica de la ganadería bovina criolla en Colombia. Trabajo de grado en Medicina Veterinaria. Bogotá: Universidad de Ciencias Agropecuarias
Bolívar, I. Flórez, A. (2005), Cultura y poder: El consumo de carne bovina en Colombia. Nómadas 22, 174-185. Universidad Central
Catastro Distrital Bogotá (2016). Información predial jurídica, física y económica.
Corporación para el desarrollo sostenible del área de manejo especial La Macarena (CORMACARENA). (2015). Distritos de Manejo Integral - DMI que integran el Área de Manejo Especial La Macarena "AMEM".
Corporación Universitaria Minuto de Dios (2013), La ganadería bovina en Colombia 200 años de historia
Cuenta Nacional de Carne y Leche (CNCL). (2017) base de datos Cuenta Nacional de Carne y Leche.
Departamento Administrativo Nacional de Estadística (DANE).  (2014), Marco Geoestadístico Nacional (MGN): Centros poblados y cabeceras municipales.
Departamento Administrativo Nacional de Estadística (DANE). (2007). Proyecciones de población municipal por grupos quinquenales de edad 2005-2020.
Departamento Administrativo Nacional de Estadística (DANE). (2011). Proyecciones de población 2005-2020
Departamento Administrativo Nacional de Estadística (DANE). (2014) Censo Nacional Agropecuario, UPAS ganaderas con asistencia técnica
Departamento Administrativo Nacional de Estadística (DANE). (2016). PIB departamental, valor agregado municipal, participación porcentual por ramas de actividad.
Departamento Nacional de Planeación (DNP). (2010). Cifras IPM por municipio y departamento 2005: incidencias y privaciones.
Departamento Nacional de Planeación (DNP). (2015). Cálculos IPM con datos del Censo General 2005. Subdirección de Promoción Social y Calidad de Vida.
Fondo para el Financiamiento del Sector Agropecuario (FINAGRO). (2015). Créditos otorgados al sector bovino 2009 – 2014.
Fondo para el Financiamiento del Sector Agropecuario (FINAGRO). (2015).  Incentivos otorgados al sector bovino 2009 – 2014.
García, J. (2006), Las políticas económicas y el sector ganadero en Colombia 1950-1977. Cuadernos de historia económica y empresarial. Banco de la República. Centro de estudios económicos regionales (CEER).
Instituto Alexander von Humboldt (IAvH) y Agencia Nacional de Hidrocarburos (ANH). (2008). Áreas prioritarias para la conservación, escala 1:250.000. Bogotá: IAvH y ANH.
Instituto Alexander von Humboldt (IAvH). (2012). Límites de los complejos de páramos.
Instituto Alexander von Humboldt (IAvH). (2014). Bosque seco tropical. Escala 1:100.000
Instituto Alexander von Humboldt (IAvH). (2014). Unidades ecobiogeográficas continentales.
Instituto Alexander von Humboldt (IAvH). (2015). Áreas importantes para la conservación de las aves, escala 1:100.000.
Instituto Alexander von Humboldt (IAvH). (2017), Especies de pastos con potencial invasor en Colombia.
Instituto Alexander von Humboldt (IAvH). (2017). Base de datos Biomodelos
Instituto Alexander von Humboldt IAvH (2018), Actualización de los límites cartográficos de los Complejos de Páramos de Colombia, esc. 1:100.000.
Instituto Colombiano Agropecuario (ICA). (2015). Censo bovino
Instituto Colombiano Agropecuario (ICA). (2016), Focos enfermedad 2012-2016.
Instituto Colombiano Agropecuario (ICA). (2016), Inventario bovino.
Instituto Colombiano Agropecuario (ICA). (2016), presencia de focos boletines epidemiológicos periodo 2010-2016.
Instituto Colombiano Agropecuario (ICA). (2016). Censo pecuario nacional por municipio 2010-2015.
Instituto Colombiano Agropecuario (ICA). (2016). Informe de gestión
Instituto Colombiano Agropecuario (ICA). (2016). Puntos de servicio al ganadero.
Instituto Colombiano Agropecuario (ICA). (2016). Ubicación de los centros de concentración bovina.
Instituto Colombiano Agropecuario (ICA). (2017). Emisiones del censo bovino.
Instituto Colombiano de Antropología e Historia (ICANH). (2016), Parques arqueológicos.
Instituto Colombiano de Antropología e Historia (ICANH). (2018). Áreas arqueológicas protegidas. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2007). Mapa nacional de ecosistemas escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2009). Mapa nacional de zonificación de riesgo a incendios de la cobertura vegetal. Escala: 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2010). Zonificación de la susceptibilidad general del terreno a los deslizamientos de tierra.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2011). Mapa de cambios en los contenidos de biomasa, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014), Estudio nacional del agua.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014), Mapa de distribución de la  precipitación media total anual. Promedio multianual 1981-2010.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014), Mapa de distribución de la temperatura  media anual. Promedio multianual 1981-2010. Escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014), Mapa distribución del brillo solar medio diario anual (horas) promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de cambio de bosque Colombia (Área continental). Escala fina LANDSAT. Periodo 2010 - 2012.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de distribución de la humedad relativa media anual (%) escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2015). Zonificación de degradación de suelos por erosión. Área continental de Colombia, escala 1:100.000, línea base 2010-2011.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2008) Mapa de ecosistemas continentales, costeros y marinos  de Colombia,  esc. 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Tabla promedios mensuales multianuales de precipitación. Período 1981-2010.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Tabla promedios mensuales multianuales de temperatura media. Período 1981-2010.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014), Mapa nacional de coberturas de la tierra: metodología Corine Land Cover adaptada para Colombia, imágenes 2010-2012; escala 1:100.000
Instituto de Hidrología, Meteorología y Estudios Ambientales. (Ideam). (2016). Mapa de Bosque No Bosque Colombia- Área Continental (Escala Fina LANDSAT) año 2010, versión 5.
Instituto Geográfico Agustín Codazzi (IGAC). (2012). Cartografía básica, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Base predial registros 1 y 2, predios con destino agropecuario, vigencia 2014.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Mapa de correlación nacional de suelos, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Modelo digital de terreno, resolución espacial 90 m.
Instituto Nacional de Vigilancia de Medicamentos y Alimentos (Invima). (2017). Censo de plantas de beneficio animal desposte y desprese.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2014). Mapa de reservas de la biósfera: Cinturón Andino, El Tuparro, Sierra Nevada de Santa Marta y Ciénaga Grande de Santa Marta. 
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2014-2017). Complejos de páramos delimitados.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018), Mapa de Zonificación Zonas de Reserva Forestal Nacional Ley 2ª, esc. 1:100.000.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018). Mapa de reservas forestales nacionales de Ley 2ª y mapa de sustracciones a las reservas forestales de la ley 2ª de 1959, escala 1:100.000. 
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018). Resoluciones 504, 1310 y 1987. Zonas de protección y desarrollo de los recursos naturales  renovables y del medio ambiente. Mapa de otras categorías Sinap.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018). Sitios RAMSAR.
Ministerio de Cultura. (2014). Paisaje cultural cafetero. 
Ministerio de Educación Nacional (MEN). (2017).Programas académicos en Área agrícola y forestal 2015, número de profesionales por programa.
